,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
1421,1421,1421,1421,1421,1422,1,1,0.984,0.016,0.427506426735,-0.0387524222716,0,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.190421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
1422,1422,1422,1422,1422,1423,0,0,0.074,0.926,0.429562982005,0.526133073912,1,0.375036234748,,126.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.233278520041,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0301003344482,0,no_image.jpg,,
1423,1423,1423,1423,1423,1424,1,0,0.017,0.983,0.43059125964,-0.145622651279,0,0.375036234748,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.233278520041,-0.0447273227537,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0802675585284,1,no_image.jpg,,
1424,1424,1424,1424,1424,1425,0,0,0.433,0.567,0.434190231362,0.655904066278,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.030421377184,-0.0722863778718,1,1,0,0,0,,,,,0,1,,0,0,0,0.0535117056856,0,no_image.jpg,,
1425,1425,1425,1425,1425,1426,0,0,0.243,0.757,0.435732647815,0.174988035744,0,0.0417029014151,,33.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,1,1,1,1,0,,,,,0,1,,0,0,0,0.0367892976589,0,no_image.jpg,,
1426,1426,1426,1426,1426,1427,0,0,0.0,1.0,0.439845758355,0.152087272385,0,0.0417029014151,176.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0275642343268,-0.0722863778718,0,0,0,0,1,,,,,0,1,100.0,0,0,0,0.0936454849498,0,no_image.jpg,,
1427,1427,1427,1427,1427,1428,1,1,0.788,0.212,0.441388174807,-0.221958529142,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0401337792642,1,no_image.jpg,,
1428,1428,1428,1428,1428,1429,1,1,0.972,0.028,0.44087403599,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.378150051387,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
1429,1429,1429,1429,1429,1430,1,1,0.817,0.183,0.44498714653,-0.305927994791,0,0.0417029014151,294.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.0334448160535,1,no_image.jpg,,
1430,1430,1430,1430,1430,1431,1,1,0.715,0.285,0.449614395887,-0.305927994791,0,0.0417029014151,294.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.229578622816,-0.0722863778718,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.0769230769231,1,no_image.jpg,,
1431,1431,1431,1431,1431,1432,1,1,0.703,0.297,0.446015424165,-0.305927994791,0,0.0417029014151,293.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.47529290853,-0.0722863778718,0,1,1,1,0,,,,,0,0,12.0,0,0,0,0.117056856187,1,no_image.jpg,,
1432,1432,1432,1432,1432,1433,1,1,0.81,0.19,0.449100257069,-0.305927994791,1,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.266721479959,-0.0722863778718,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.066889632107,1,no_image.jpg,,
1433,1433,1433,1433,1433,1434,1,1,0.53,0.47,0.451156812339,0.239873531927,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.287564234327,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,,
1434,1434,1434,1434,1434,1435,1,1,0.867,0.133,0.452185089974,0.526133073912,1,0.0417029014151,278.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.253278520041,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
1435,1435,1435,1435,1435,1436,1,1,0.931,0.069,0.451670951157,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.318992805755,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0434782608696,1,no_image.jpg,,
1436,1436,1436,1436,1436,1437,1,1,0.687,0.313,0.450642673522,-0.305927994791,1,0.0417029014151,263.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.221849948613,-0.0722863778718,0,1,1,1,0,,,,,0,0,42.0,0,0,0,0.110367892977,1,no_image.jpg,,
1437,1437,1437,1437,1437,1438,1,1,0.993,0.007,0.454241645244,0.0643010128429,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
1438,1438,1438,1438,1438,1439,1,1,0.814,0.186,0.453727506427,-0.305927994791,1,0.0417029014151,249.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.171808110317,0,1,1,1,0,,,,1.0,1,0,56.0,0,0,0,0.107023411371,1,no_image.jpg,,
1439,1439,1439,1439,1439,1440,1,1,0.957,0.043,0.455784061697,0.236056738034,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.526721479959,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
1440,1440,1440,1440,1440,1441,1,1,0.768,0.232,0.454755784062,-0.305927994791,1,0.0417029014151,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0501672240803,1,no_image.jpg,,
1441,1441,1441,1441,1441,1442,1,1,0.76,0.24,0.463496143959,-0.305927994791,1,0.0417029014151,286.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.0501672240803,1,no_image.jpg,,
1442,1442,1442,1442,1442,1443,1,1,0.674,0.326,0.466580976864,0.526133073912,1,0.0417029014151,267.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.817477401656,1,1,1,1,1,,,,1.0,1,1,38.0,0,0,0,0.100334448161,1,no_image.jpg,,
1443,1443,1443,1443,1443,1444,1,1,0.721,0.279,0.473778920308,0.323842997576,1,0.0417029014151,272.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,1,1,,,,,0,1,33.0,0,0,0,0.0635451505017,1,no_image.jpg,,
1444,1444,1444,1444,1444,1445,0,0,0.148,0.852,0.472750642674,0.526133073912,1,-0.368553508841,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.261849948613,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.0401337792642,0,no_image.jpg,,
1445,1445,1445,1445,1445,1446,0,0,0.009,0.991,0.474807197943,0.526133073912,1,0.0417029014151,,289.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.363864337102,-0.0722863778718,1,1,1,0,1,,,,,0,1,,1,1,0,0.120401337793,0,no_image.jpg,,
1446,1446,1446,1446,1446,1447,1,1,0.842,0.158,0.473264781491,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.290421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
1447,1447,1447,1447,1447,1448,0,0,0.458,0.542,0.475835475578,-0.305927994791,1,0.0417029014151,285.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,1,1,1,1,1,,,,,0,0,14.0,4,1,0,0.167224080268,0,no_image.jpg,,
1448,1448,1448,1448,1448,1449,1,1,0.732,0.268,0.475321336761,-0.305927994791,1,0.0417029014151,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0802675585284,1,no_image.jpg,,
1449,1449,1449,1449,1449,1450,0,1,0.538,0.462,0.472236503856,0.655904066278,1,-0.00957914986692,,226.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,0.549760866223,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.117056856187,0,no_image.jpg,,
1450,1450,1450,1450,1450,1451,1,0,0.447,0.553,0.476863753213,0.339110173148,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0552929085303,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0434782608696,1,no_image.jpg,,
1451,1451,1451,1451,1451,1452,1,1,0.97,0.03,0.48766066838,0.526133073912,1,-0.00957914986692,219.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.14470709147,-0.0722863778718,0,0,1,1,0,,,,,0,1,86.0,0,0,0,0.0334448160535,1,no_image.jpg,,
1452,1452,1452,1452,1452,1453,1,0,0.31,0.69,0.486632390746,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.267564234327,0.159997086695,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.133779264214,1,no_image.jpg,,
1453,1453,1453,1453,1453,1454,1,0,0.357,0.643,0.49588688946,-0.305927994791,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.070421377184,0.597004960711,0,0,0,1,1,,,,1.0,1,0,,0,0,0,0.0434782608696,1,no_image.jpg,,
1454,1454,1454,1454,1454,1455,1,1,0.725,0.275,0.496401028278,-0.305927994791,1,0.0417029014151,287.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,18.0,0,0,0,0.0468227424749,1,no_image.jpg,,
1455,1455,1455,1455,1455,1456,1,1,0.795,0.205,0.498971722365,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.501007194245,0.868658504018,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.0501672240803,1,no_image.jpg,,
1456,1456,1456,1456,1456,1457,1,1,0.823,0.177,0.499485861183,-0.305927994791,0,0.0417029014151,285.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.0468227424749,1,no_image.jpg,,
1457,1457,1457,1457,1457,1458,1,0,0.46,0.54,-0.498457583548,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0810071942446,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.130434782609,1,Addam_Marbrand.jpeg,,
1458,1458,1458,1458,1458,1459,0,1,0.973,0.027,-0.490231362468,0.526133073912,1,0.0417029014151,172.0,241.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.478150051387,0.0970049607108,0,0,0,1,1,,,,1.0,1,1,69.0,4,1,0,0.210702341137,0,Aegor_Rivers.jpeg,,
1459,1459,1459,1459,1459,1460,0,1,0.662,0.338,-0.486118251928,0.526133073912,1,0.0417029014151,240.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.848973464648,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.147157190635,0,Aenys_Frey.jpeg,,
1460,1460,1460,1460,1460,1461,0,0,0.004,0.996,-0.485089974293,0.396362081545,1,0.375036234748,191.0,232.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,0.148186063073,0,1,1,0,1,,,,1.0,1,1,41.0,4,1,0,0.207357859532,0,Aerion_Targaryen.jpeg,,
1461,1461,1461,1461,1461,1462,0,0,0.029,0.971,-0.486632390746,0.434530020477,1,0.375036234748,110.0,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,0,0,1,,,,,0,1,20.0,4,1,0,0.311036789298,0,Aemond_Targaryen.jpeg,,
1462,1462,1462,1462,1462,1463,1,1,0.751,0.249,-0.451670951157,0.106285745667,0,0.0417029014151,282.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.648186063073,0,1,1,1,0,,,,0.0,1,1,23.0,0,0,0,0.23745819398,1,Amerei_Frey.jpeg,,
1463,1463,1463,1463,1463,1464,1,1,0.703,0.297,-0.447043701799,0.526133073912,1,0.144267003979,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.55529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080268,1,Androw_Ashford.jpeg,,
1464,1464,1464,1464,1464,1465,1,1,0.976,0.024,-0.450128534704,0.671171241851,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.298992805755,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.0602006688963,1,Anders_Yronwood.jpeg,,
1465,1465,1465,1465,1465,1466,1,0,0.464,0.536,-0.43881748072,0.0337666616979,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.149578622816,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.137123745819,1,Arnolf_Karstark.jpeg,,
1466,1466,1466,1466,1466,1467,1,0,0.315,0.685,-0.431619537275,0.419262844904,0,-0.00957914986692,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,1,1,,,,,0,1,16.0,8,1,1,1.0,1,Arya_Stark.jpeg,,
1467,1467,1467,1467,1467,1468,1,1,0.552,0.448,-0.42853470437,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.301007194245,-0.0722863778718,0,1,1,1,1,,,,,0,1,,1,1,0,0.307692307692,1,Axell_Florent.jpeg,,
1468,1468,1468,1468,1468,1469,1,0,0.055,0.945,-0.429048843188,0.68262162353,1,0.375036234748,277.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.233278520041,-0.0722863778718,0,1,1,1,1,,,,,0,1,28.0,0,0,1,0.377926421405,1,Aurane_Waters.jpeg,,
1469,1469,1469,1469,1469,1470,1,1,0.741,0.259,-0.404370179949,-0.168523414638,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.34470709147,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227425,1,Ben_Plumm.jpeg,,
1470,1470,1470,1470,1470,1471,0,1,0.674,0.326,-0.402313624679,-0.305927994791,1,-0.00957914986692,281.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.167564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,18.0,0,0,0,0.0702341137124,0,Benfred_Tallhart.jpeg,,
1471,1471,1471,1471,1471,1472,1,0,0.497,0.503,-0.380719794344,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.498150051387,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.217391304348,1,Boros_Blount.jpeg,,
1472,1472,1472,1472,1472,1473,1,1,0.633,0.367,-0.386375321337,-0.305927994791,1,0.298113157825,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.57529290853,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,Black_Balaq.jpeg,,
1473,1473,1473,1473,1473,1474,1,0,0.187,0.813,-0.384318766067,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.586721479959,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0903010033445,1,Bloodbeard.jpeg,,
1474,1474,1474,1474,1474,1475,1,0,0.289,0.711,-0.37763496144,0.407812463225,1,-0.00957914986692,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,1,1,,,,,0,1,15.0,7,1,1,1.0,1,Bran_Stark.jpeg,,
1475,1475,1475,1475,1475,1476,1,0,0.062,0.938,-0.36940874036,0.526133073912,1,0.0417029014151,264.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.136135662898,0.463146692994,1,1,1,1,1,,,,1.0,1,1,41.0,0,0,1,0.471571906355,1,Bronn.jpeg,,
1476,1476,1476,1476,1476,1477,0,0,0.167,0.833,-0.366323907455,0.373461318186,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.443864337102,-0.0722863778718,1,1,0,0,1,,,,,0,1,,0,0,0,0.066889632107,0,Bryce_Caron.jpeg,,
1477,1477,1477,1477,1477,1478,1,1,0.923,0.077,-0.361696658098,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.20470709147,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0367892976589,1,Butterbumps.jpeg,,
1478,1478,1478,1478,1478,1479,0,0,0.423,0.577,-0.353984575835,-0.305927994791,1,0.0417029014151,,278.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.329578622816,0.793855354412,0,1,1,0,1,,,,0.0,1,0,,0,0,0,0.103678929766,0,Cassana_Estermont.jpeg,,
1479,1479,1479,1479,1479,1480,0,0,0.085,0.915,-0.344730077121,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,0,0,,,,,0,0,,0,0,0,0.197324414716,0,Chett.jpeg,,
1480,1480,1480,1480,1480,1481,1,1,0.687,0.313,-0.340616966581,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.153278520041,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0434782608696,1,Clayton_Suggs.jpeg,,
1481,1481,1481,1481,1481,1482,1,1,0.834,0.166,-0.347300771208,0.133003302919,0,0.400677260389,266.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,0.719052204805,1,1,1,1,1,,,,1.0,1,1,39.0,9,1,1,1.0,1,Cersei_Lannister.jpeg,,
1482,1482,1482,1482,1482,1483,0,0,0.187,0.813,-0.343187660668,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.418150051387,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0635451505017,0,Chiswyck.jpeg,,
1483,1483,1483,1483,1483,1484,0,1,0.784,0.216,-0.338560411311,0.0681178067361,1,-0.445476585764,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.103678929766,0,Cleon.jpeg,,
1484,1484,1484,1484,1484,1485,0,0,0.096,0.904,-0.334447300771,-0.248676086394,1,-0.3429124832,,298299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.307564234327,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0334448160535,0,Cohollo.png,,
1485,1485,1485,1485,1485,1486,0,0,0.339,0.661,-0.328277634961,0.526133073912,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0218499486125,-0.0722863778718,0,1,1,0,0,,,,,0,1,,0,0,0,0.160535117057,0,Cortnay_Penrose.jpeg,,
1486,1486,1486,1486,1486,1487,1,1,0.947,0.053,-0.326735218509,-0.130355475707,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.150501672241,1,Cotter_Pyke.jpeg,,
1487,1487,1487,1487,1487,1488,0,1,0.504,0.496,-0.325192802057,-0.305927994791,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712375,0,Cragorn.jpeg,,
1488,1488,1488,1488,1488,1489,1,1,0.752,0.248,-0.324164524422,-0.305927994791,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.32470709147,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080268,1,Crawn.jpeg,,
1489,1489,1489,1489,1489,1490,1,1,0.796,0.204,-0.322622107969,0.526133073912,1,0.0417029014151,240.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,65.0,0,0,0,0.0468227424749,1,Creighton_Longbough.png,,
1490,1490,1490,1490,1490,1491,0,1,0.747,0.253,-0.321593830334,0.323842997576,1,0.0417029014151,219.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,1,0,,,,,0,1,80.0,0,0,0,0.183946488294,0,Cressen.jpeg,,
1491,1491,1491,1491,1491,1492,1,0,0.105,0.895,-0.318508997429,-0.305927994791,1,0.323754183466,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.350421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.220735785953,1,Daario_Naharis.jpeg,,
1492,1492,1492,1492,1492,1493,1,1,0.834,0.166,-0.30822622108,-0.0998211245616,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,0,1,1,,,,,0,1,,0,0,0,0.120401337793,1,Dagmer.jpeg,,
1493,1493,1493,1493,1493,1494,1,1,0.76,0.24,-0.306683804627,0.24369032582,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0838643371017,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.0334448160535,1,Dagos_Manwoody.jpeg,,
1494,1494,1494,1494,1494,1495,1,1,0.887,0.113,-0.298457583548,-0.0196684528059,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.103864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080268,1,Danelle_Lothston.jpeg,,
1495,1495,1495,1495,1495,1496,0,1,0.737,0.263,-0.30411311054,-0.305927994791,0,-0.317271457559,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0869565217391,0,Dalla.jpeg,,
1496,1496,1496,1496,1496,1497,1,0,0.178,0.822,-0.270179948586,0.400178875438,1,-0.368553508841,247.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0238643371017,0.565508897719,1,1,1,1,1,,,,1.0,1,1,58.0,6,1,1,0.498327759197,1,Doran_Martell.jpeg,,
1497,1497,1497,1497,1497,1498,1,1,0.985,0.015,-0.258354755784,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080268,1,Ebrose.jpeg,,
1498,1498,1498,1498,1498,1499,1,1,0.676,0.324,-0.255784061697,-0.305927994791,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.190421377184,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.100334448161,1,Eddison_Tollett.jpeg,,
1499,1499,1499,1499,1499,1500,1,1,0.621,0.379,-0.252699228792,0.262774295286,1,-0.368553508841,287.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.361007194245,-0.0722863778718,1,1,1,1,0,,,,,0,1,18.0,0,0,0,0.0836120401338,1,Edric_Dayne.jpeg,,
1500,1500,1500,1500,1500,1501,1,1,0.749,0.251,-0.250128534704,-0.305927994791,1,0.0417029014151,259.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.337162441026,0,1,1,1,0,,,,1.0,1,0,46.0,0,0,0,0.147157190635,1,Edwyn_Frey.png,,
1501,1501,1501,1501,1501,1502,1,1,0.748,0.252,-0.24498714653,0.526133073912,1,0.272472132184,228.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.329578622816,0.813540393782,0,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.0602006688963,1,Eldon_Estermont.jpeg,,
1502,1502,1502,1502,1502,1503,1,0,0.439,0.561,-0.241388174807,-0.305927994791,0,-0.368553508841,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.213278520041,0.620627007955,0,0,1,1,1,,,,0.0,1,0,,2,1,0,0.160535117057,1,Ellaria_Sand.jpeg,,
1503,1503,1503,1503,1503,1504,0,0,0.166,0.834,-0.22442159383,-0.305927994791,1,-0.00957914986692,,283.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.269578622816,-0.0722863778718,1,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535,0,Ethan_Glover.jpeg,,
1504,1504,1504,1504,1504,1505,1,1,0.925,0.075,-0.233676092545,0.476514753301,1,0.0417029014151,237.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.281007194245,0.28204433079,1,1,1,1,1,,,,1.0,1,1,68.0,0,0,0,0.230769230769,1,Emmon_Frey.jpeg,,
1505,1505,1505,1505,1505,1506,1,1,0.694,0.306,-0.208997429306,0.346743760935,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.269578622816,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.120401337793,1,Galbart_Glover.jpeg,,
1506,1506,1506,1506,1506,1507,0,0,0.061,0.939,-0.188431876607,0.526133073912,1,0.0417029014151,,283.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.186721479959,-0.0722863778718,1,1,1,0,0,,,,,0,1,,0,0,1,0.414715719064,0,Gerold_Hightower.jpeg,,
1507,1507,1507,1507,1507,1508,1,1,0.758,0.242,-0.185347043702,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0869565217391,1,Ghost_of_High_Heart.jpeg,,
1508,1508,1508,1508,1508,1509,1,0,0.136,0.864,-0.186889460154,0.526133073912,1,-0.368553508841,275.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.349578622816,-0.0722863778718,0,0,0,0,1,,,,,0,1,30.0,0,0,0,0.157190635452,1,Gerris_Drinkwater.jpeg,,
1509,1509,1509,1509,1509,1510,1,0,0.08,0.92,-0.183804627249,-0.305927994791,0,-0.317271457559,282.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.136375039451,0,1,1,1,1,,,,0.0,1,0,23.0,1,1,0,0.28762541806,1,Gilly.jpeg,,
1510,1510,1510,1510,1510,1511,1,1,0.913,0.087,-0.16735218509,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.263864337102,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749,1,Greydon_Goodbrother.jpeg,,
1511,1511,1511,1511,1511,1512,1,1,0.842,0.158,-0.137532133676,0.232239944141,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.213278520041,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.0434782608696,1,Harmen_Uller.jpeg,,
